Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",158,704,58,122,144,10,0.188920454,0.242897727,0.379248659,0.367469879,0.322003577,0.458036984,0.701252236,0.4757340011100992,0.484,218.42537975678286,-0.4379791393876076,94.95645859745338,-9.876294136047363,11.210629612100638,"Aaron Judge",15640,592450
"Bobby Witt Jr.","KCR",161,709,32,125,109,31,0.080394922,0.149506346,0.256289308,0.35375494,0.331761006,0.389280677,0.588050314,0.40973835374627793,0.413,167.54034664406979,4.527373559772968,59.319118033786154,17.52898120880127,10.377654693089845,"Bobby Witt Jr.",25764,677951
"Shohei Ohtani","LAD",159,731,54,134,130,59,0.110807113,0.221614227,0.336477988,0.336470588,0.309748427,0.39010989,0.646226415,0.43054929176412915,0.448,181.15414439501438,9.750306464731693,80.69000926878677,-17.17592430114746,9.073683448972325,"Shohei Ohtani",19755,660271
"Juan Soto","NYY",157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,0.463,179.6323630976572,-3.8247615471482277,61.14103098514664,-6.089182019233704,8.140358720282777,"Juan Soto",20123,665742
"Gunnar Henderson","BAL",159,719,37,118,92,21,0.108484005,0.221140472,0.247619048,0.319634703,0.28095238,0.364394993,0.528571428,0.38146476194387025,0.379,154.74504761804945,3.965942233800888,49.00396702307027,4.714044570922852,8.023259928795275,"Gunnar Henderson",26289,683002
"Francisco Lindor","NYM",152,689,33,107,91,29,0.081277213,0.184325108,0.226537217,0.295010845,0.273462783,0.343976777,0.5,0.36288581496572286,0.382,137.42724248761272,3.9974904507398605,34.83422180214676,17.421959400177002,7.766544138847506,"Francisco Lindor",12916,596019
"Jarren Duran","BOS",160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,0.346,129.02292667113866,8.364949248731136,32.7730592004383,7.921176195144653,6.7332789694996205,"Jarren Duran",24617,680776
"José Ramírez","CLE",158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,0.332,141.27336308298348,6.306069985032082,38.5137794567506,1.3195178508758545,6.461893920474574,"Jose Ramirez",13510,608070
"Elly De La Cruz","CIN",160,696,25,105,76,67,0.099137931,0.31321839,0.21197411,0.359042553,0.258899676,0.338616714,0.470873786,0.34864824028373453,0.331,117.85621503824532,7.479994058609009,22.341401171375864,16.737037181854248,6.429651537864672,"Elly De La Cruz",26668,682829
"Ketel Marte","ARI",136,583,36,93,95,7,0.111492281,0.181818181,0.267857143,0.299191374,0.291666666,0.372212692,0.559523809,0.3909995480337077,0.395,151.20131715041614,0.9218361601233482,36.61713091071001,4.777853846549988,6.280263754420148,"Ketel Marte",13613,606466
"Vladimir Guerrero Jr.","TOR",159,697,30,98,103,2,0.103299856,0.137733142,0.22077922,0.342105263,0.323051948,0.395982783,0.543831168,0.39789022276871394,0.41,165.02279452706466,-5.559219531714916,46.29737776113322,-16.679133415222168,5.458548702783041,"Vladimir Guerrero Jr.",19611,665489
"Matt Chapman","SFG",154,647,27,98,78,15,0.098918083,0.244204018,0.215652174,0.293367346,0.246956521,0.327666151,0.462608695,0.34013576694527026,0.344,120.56826390869955,3.7187548503279686,19.632162975069804,11.609312772750854,5.451744502230975,"Matt Chapman",16505,656305
"William Contreras","MIL",155,679,23,99,92,9,0.114874815,0.204712812,0.18487395,0.330275229,0.280672268,0.365243004,0.465546218,0.3587271837346278,0.36,130.742438133437,-2.60093242675066,22.360492092205163,7.644051611423492,5.434053021877569,"William Contreras",20503,661388
"Cal Raleigh","SEA",153,628,34,73,100,6,0.111464968,0.280254777,0.216117216,0.251461988,0.219780219,0.31210191,0.435897435,0.32256641812049425,0.347,117.06993573317554,-2.572802349925041,9.693033183535405,21.839559078216553,5.418703814057507,"Cal Raleigh",21534,663728
"Jackson Merrill","SDP",156,593,24,77,90,16,0.048903878,0.170320404,0.207581228,0.31797235,0.292418772,0.32597623,0.5,0.351507786788097,0.376,129.9322099362613,3.729309692978859,24.95465480375193,6.497332572937012,5.287766076171051,"Jackson Merrill",29490,701538
"Yordan Alvarez","HOU",147,635,35,88,86,6,0.108661417,0.149606299,0.259057971,0.316901408,0.307971014,0.392125984,0.567028985,0.40158736975397163,0.414,167.82060649985647,-2.8818122297525406,46.39481809593951,-16.637518882751465,5.259455299893315,"Yordan Alvarez",19556,670541
"Bryce Harper","PHI",145,631,30,85,87,7,0.12044374,0.218700475,0.24,0.330729166,0.285454545,0.373015873,0.525454545,0.38021706340771305,0.361,144.98917770401317,-0.45748116075992584,33.489307682797815,-4.281721591949463,5.186660969815826,"Bryce Harper",11579,547180
"Brent Rooker","OAK",145,614,39,82,112,11,0.096091205,0.288273615,0.269230769,0.362275449,0.293040293,0.364820846,0.562271062,0.39218441668103954,0.383,163.63141597278016,0.8240863010287285,45.52800206599355,-16.58781886100769,5.102766250026639,"Brent Rooker",19627,667670
"Willy Adames","MIL",161,688,32,93,112,21,0.107558139,0.251453488,0.211475409,0.296568627,0.250819672,0.331395348,0.462295081,0.34193181539103934,0.344,119.43800398037838,1.234154373407364,17.22610312434632,5.927154064178467,4.757420970703194,"Willy Adames",15986,642715
