Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Logan Webb","SFG",11,13,0,33,33,216,8.083333333333334,1.2916666666666667,0.8333333333333334,0.3016666666666667,0.73684211,0.621138211,0.153846153,92.66995644358407,3.25,3.63,3.162447766904478,2.9538168780781606,4.9122819900512695,"Logan Webb",17995,657277
"Zac Gallen","ARI",17,9,0,34,34,210,9.428571428571429,2.0142857142857142,0.9428571428571428,0.3007246376811594,0.73135755,0.417832167,0.109452736,93.51585605360444,3.4714285714285715,4.16,3.26456416902088,3.485153228754089,5.169271469116211,"Zac Gallen",19291,668678
"Gerrit Cole","NYY",15,4,0,33,33,209,9.559808612440191,2.0669856459330145,0.861244019138756,0.26145038167938933,0.80434783,0.396296296,0.094339622,96.83374783737024,2.626794258373206,3.48,3.1641312685879797,3.597196205609153,5.388150691986084,"Gerrit Cole",13125,543037
"Miles Mikolas","STL",9,13,0,35,35,201.1,6.124172340144791,1.7433775274864733,1.1622516849909823,0.3076923076923077,0.68892646,0.388392857,0.098484848,93.52963878896882,4.783112703616735,5.44,4.273252305749854,4.762415545141465,3.057236909866333,"Miles Mikolas",9803,571945
"Chris Bassitt","TOR",16,8,0,33,33,200,8.37,2.655,1.26,0.2735674676524954,0.76515881,0.422735346,0.132075471,92.50811832740213,3.6,4.04,4.28004035949707,4.212593218684197,2.451029062271118,"Chris Bassitt",12304,605135
"Framber Valdez","HOU",12,11,0,31,31,198,9.090909090909092,2.590909090909091,0.8636363636363636,0.28160919540229884,0.7122093,0.542056074,0.139705882,95.66151646205357,3.4545454545454546,4.33,3.4974646019213127,3.3856254026143238,4.3791937828063965,"Framber Valdez",17295,664285
"Luis Castillo","SEA",14,9,0,33,33,197,10.00507614213198,2.5583756345177666,1.2791878172588833,0.26720647773279355,0.77007701,0.389210019,0.127272727,96.40330313159747,3.33502538071066,3.82,3.8083398518828577,3.807006785228168,3.3318209648132324,"Luis Castillo",15689,622491
"Mitch Keller","PIT",13,9,0,32,32,194.1,9.725557715952373,2.5471698779875265,1.1578044899943303,0.30975143403441685,0.71689498,0.436697247,0.135135135,95.25898389095416,4.214408343579362,4.18,3.8004949192277326,3.702056191852536,3.2699105739593506,"Mitch Keller",17594,656605
"Pablo López","MIN",11,8,0,32,32,194,10.855670103092784,2.2268041237113403,1.1134020618556701,0.31275720164609055,0.76228686,0.452380952,0.13114754,94.87546964456106,3.6649484536082473,3,3.3323599471259366,3.283717529460327,4.564445972442627,"Pablo Lopez",17085,641154
"Aaron Nola","PHI",12,9,0,32,32,193.2,9.387263832145537,2.091222140824501,1.4870913001418673,0.28460038986354774,0.6640625,0.426199261,0.15609756,92.87470083424508,4.461273900425602,3.71,4.02956707832096,3.631651960482608,3.86611270904541,"Aaron Nola",16149,605400
"Corbin Burnes","MIL",10,8,0,32,32,193.2,9.294320625886671,3.0671258065426015,1.0223752688475338,0.24385245901639344,0.74918567,0.440944881,0.127906976,95.49458821614583,3.392427028448635,3.38,3.812699597050271,3.8043166448685737,3.4468979835510254,"Corbin Burnes",19361,669203
"Kyle Gibson","BAL",15,9,0,33,33,192,7.359375,2.578125,1.078125,0.30918727915194344,0.69664903,0.488850771,0.127071823,92.21206448655256,4.734375,4.8,4.130040359497071,4.131377169210465,2.5577497482299805,"Kyle Gibson",10123,502043
"Zack Wheeler","PHI",13,6,0,32,32,192,9.9375,1.828125,0.9375,0.29191321499013806,0.71276596,0.41221374,0.0990099,95.9622281615497,3.609375,3.18,3.1508736928304044,3.536170850632092,5.931493282318115,"Zack Wheeler",10310,554430
"Logan Gilbert","SEA",13,7,0,32,32,190.2,8.921329147303076,1.6993007899624906,1.3688811919142285,0.2723735408560311,0.75120192,0.414498141,0.133027522,95.76697066326531,3.729021177973243,3.69,3.847697733774112,3.7607957135491796,3.074000597000122,"Logan Gilbert",22250,669302
"George Kirby","SEA",13,10,0,31,31,190.2,8.11888155204301,0.8968531947024256,1.0384615938659665,0.29182156133828996,0.75057737,0.441651705,0.106796116,96.18561662946429,3.3513987802038008,3.9,3.3442012034148556,3.630514826979142,4.2873029708862305,"George Kirby",25436,669923
"José Berríos","TOR",11,12,0,32,32,189.2,8.731107673905555,2.467486951321135,1.1862918035197765,0.2890625,0.7638191,0.415730337,0.126262626,94.29500651041667,3.6537787548409115,4.51,3.9931774816871535,4.005639594563576,2.789130687713623,"Jose Berrios",14168,621244
"Jordan Montgomery","- - -",10,11,0,32,32,188.2,7.918728021934806,2.2897526810413895,0.8586572553905212,0.29390018484288355,0.75564279,0.432432432,0.093264248,93.38051377333603,3.1961131172869397,3.98,3.5624608583405903,4.013504443107919,4.254639983177185,"Jordan Montgomery",16511,656756
"Spencer Strider","ATL",20,5,0,32,32,186.2,13.54821502403341,2.796428723821843,1.0607143435186301,0.3155216284987277,0.7025247,0.34057971,0.121546961,97.3760989010989,3.857143067340473,3.09,2.853254623315771,2.9242724886054283,5.465874195098877,"Spencer Strider",27498,675911
